C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,Ms
0.05,1.68,0.5,0.0,0.95,0.01,0.0,0.0,0.007,0.0,0.05,0.0,0.019,0.0,0.0134,774.0
0.75,0.75,0.24,0.06,0.43,0.1,0.03,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,513.0
1.03,0.22,0.17,0.07,0.1,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,433.0
0.16,1.15,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0
0.2,0.47,0.24,11.5,0.39,0.98,0.28,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0323,571.0
0.41,1.41,1.51,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
0.32,0.61,0.28,0.63,3.22,0.22,0.025,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,583.0
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,570.0
0.41,0.71,0.25,1.06,0.22,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,628.0
0.22,0.76,0.0,0.51,0.57,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0
0.21,0.88,0.31,0.57,0.65,0.26,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,673.0
0.36,0.78,0.31,0.0,0.73,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0
0.97,0.27,0.26,0.77,0.05,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,488.0
0.3,0.48,0.25,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0
0.4,1.4,1.51,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
0.18,0.67,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.3,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0
0.21,1.52,0.4,0.0,0.07,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.019,693.0
0.35,1.51,0.28,0.0,0.0,1.29,0.21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,616.0
0.4,1.38,0.24,0.53,0.74,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0
0.24,0.35,0.13,1.75,3.5,0.49,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
0.68,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.21,0.48,0.97,0.0,2.92,0.0,1.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,601.0
0.0,0.0,0.0,0.0,30.8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80318,0.0,0.0,237.15
0.41,0.7,0.25,0.8,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
0.27,1.36,0.5,0.58,0.68,0.34,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
0.61,3.29,1.29,0.92,0.0,0.22,0.0,0.93,0.02,0.0,0.21,0.0,0.0,0.0,0.0,464.0
0.38,0.8,0.3,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
0.0,0.0,0.0,0.0,29.71149,0.0,0.0,0.0,0.9282,0.0,0.0,0.0,0.0,0.0,0.0,279.15
0.004,0.03,0.075,0.0,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,249.81667
0.36,0.49,0.25,1.54,0.21,0.03,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,613.0
0.39,0.69,0.29,0.0,3.56,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
0.4,0.73,0.38,0.75,2.58,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,607.15
0.15,0.4,0.25,1.15,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0
0.41,0.7,0.25,0.8,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.18,0.62,0.25,0.8,0.14,0.4,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,708.0
1.0,0.3,0.27,1.71,0.21,0.04,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,513.0
0.82,0.29,0.25,4.1,0.2,1.6,2.06,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,408.0
0.15,0.32,0.35,0.84,3.09,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,643.0
0.43,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
0.37,0.59,0.26,0.94,2.54,0.12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,570.0
0.0,0.0,0.0,0.0,30.75828,0.0,0.0,0.0,0.34872,0.0,0.0,0.0,0.0,0.0,0.0,246.15
0.39,1.41,1.49,0.74,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0
0.24,0.0,0.0,0.71,4.97,2.82,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0
0.51,0.25,3.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0
0.12,0.83,0.3,0.53,1.11,0.49,0.03,0.0,0.031,0.0,0.3,0.0,0.0,0.0,0.0,700.0
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,687.0
0.64,0.88,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0
0.44,0.72,0.26,0.16,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0
0.6,0.85,0.25,0.5,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0
0.38,0.72,0.21,0.49,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.37222
0.0,0.0,0.0,1.43206,31.0941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.15
1.5,0.0,0.0,11.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0
0.008,0.094,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596,601.15
0.23,0.53,0.3,1.55,0.3,0.29,0.21,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,619.0
0.36,0.83,0.36,0.0,2.6,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0
0.34,0.35,0.26,1.54,3.55,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,563.0
0.79,0.23,0.22,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0
0.05,1.82,0.39,0.0,0.0,0.0,0.06,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.011,693.0
0.24,0.55,0.2,0.2,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0
0.93,0.5,0.3,1.18,4.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0
0.12,0.57,0.29,0.47,1.86,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0
0.39,0.7,0.2,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,714.0
0.36,0.75,0.29,0.0,0.72,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0
0.3,0.3,0.0,1.63,3.64,0.49,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
0.68,0.87,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0
0.06,2.0,0.37,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.009,721.0
0.31,0.55,0.25,1.05,3.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,689.0
0.4,0.62,0.26,0.28,3.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.5
1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0
0.4,0.6,0.25,1.2,1.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
0.6,0.45,0.0,1.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0
0.36,0.86,0.38,1.54,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
0.11,0.45,0.0,1.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0
0.87,0.3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0
0.43,0.74,0.0,0.92,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0
0.14,1.53,0.36,0.06,0.03,0.01,0.04,0.0,0.057,0.0,0.02,0.0,0.0,0.0,0.0,708.0
0.08,1.52,0.37,0.21,0.1,0.0,0.1,0.0,0.02,0.0,0.34,0.05,0.0,0.0,0.008,757.0
0.59,0.66,0.34,0.65,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0
0.1,0.4,0.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0
0.4,0.45,0.0,1.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0
0.28,0.39,0.16,2.35,0.06,0.06,0.53,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,595.0
0.42,0.62,1.78,0.05,0.18,0.01,0.03,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,598.0
0.3,1.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.157,1.42,0.47,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.031,0.0,0.0,0.005,683.0
0.59,0.89,0.0,0.64,0.53,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0
0.87,0.32,0.27,3.99,0.11,0.8,2.52,0.0,0.0,11.91,0.0,0.0,0.0,0.0,0.0,427.0
0.49,1.01,0.2,0.56,0.54,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.59444
0.115,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,788.15
0.21,2.25,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
0.38,0.56,0.15,0.74,2.42,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0
0.4,0.0,1.05,5.0,0.0,1.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0
0.15,0.97,0.28,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0
0.14,0.5,0.25,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
0.0,0.0,0.0,0.0,31.02359,0.0,0.0,0.0,0.0,0.0,0.75023,0.0,0.0,0.0,0.0,226.15
1.18,0.63,0.28,0.49,1.13,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,418.0
1.06,0.0,0.0,4.43,0.0,0.44,2.32,3.92,0.0,10.32,0.0,0.0,0.0,0.0,0.0,428.0
0.43,0.83,1.55,0.91,3.02,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0
0.14,0.5,0.3,0.38,0.03,0.55,0.27,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,756.0
0.39,0.8,1.48,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0
0.15,1.28,0.35,0.08,0.47,0.21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.23,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,697.0
0.36,0.65,0.25,1.05,1.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0
0.32,0.72,0.0,0.82,1.7,0.31,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0
0.12,0.45,0.16,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0
0.5,0.8,0.32,1.04,0.11,0.24,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,563.0
0.15,0.86,0.28,0.84,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0
0.12,1.43,0.31,0.013,0.012,0.002,0.0,0.0,0.053,0.0,0.0,0.001,0.001,0.0,0.0,723.0
0.72,0.27,0.39,4.09,0.0,0.0,1.25,0.0,0.0,18.59,0.0,0.0,0.0,0.0,0.0,472.0
0.85,1.18,0.26,0.5,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,473.0
0.24,0.55,0.2,0.2,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0
0.6,0.39,0.26,2.22,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0
0.0,0.0,0.0,0.0,18.92409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456,0.0,0.0,547.15
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,721.0
0.17,0.6,0.25,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0
0.97,0.72,0.32,0.8,1.54,0.26,0.027,0.0,0.025,0.0,0.06,0.0,0.0,0.0,0.005,392.0
0.28,0.0,0.0,3.25,0.0,0.0,0.25,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,652.0
0.008,0.094,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,657.15
0.79,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0
0.35,1.85,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.92778
0.0,0.0,0.0,0.0,30.99978,0.0,0.0,3.20604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.15
0.55,0.9,1.0,0.4,2.75,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0
0.14,0.45,0.22,0.0,3.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,626.15
0.73,0.77,0.27,1.58,0.01,0.46,0.05,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,463.0
0.21,0.75,0.0,0.48,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
0.0,0.0,0.0,0.0,19.65065,0.0,0.0,2.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.15
0.38,0.79,1.37,0.16,0.16,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,628.0
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,564.5
0.12,0.5,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,721.0
0.4,0.75,0.23,0.65,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0
0.06,0.56,0.41,0.01,0.05,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0071,773.0
0.17,1.54,0.44,0.01,0.02,0.47,0.14,0.0,0.01,0.0,0.01,0.002,0.0,0.0,0.006,729.0
0.35,0.75,0.23,0.65,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
0.12,0.45,0.3,1.01,2.62,0.23,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0
0.37,0.62,0.29,1.19,0.13,0.59,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,621.0
0.97,0.52,0.0,0.0,3.36,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0
0.36,0.66,0.27,0.21,0.2,0.02,0.0,0.0,0.06,0.0,0.22,0.0,0.0,0.0,0.0,633.0
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,583.0
0.38,0.44,0.22,1.5,3.4,0.15,0.015,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,548.0
0.76,0.41,0.2,0.13,2.5,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0
0.5,0.85,0.25,1.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0
0.39,0.62,0.23,1.11,1.44,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.25
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,693.66667
0.95,0.58,0.24,0.0,1.79,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,538.0
0.13,1.22,0.46,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0
0.0,0.0,0.0,0.0,20.05528,0.0,0.0,2.76497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.15
0.004,0.03,0.075,3.83691,21.6367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,263.70556
0.2,0.75,0.25,0.4,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0
0.18,0.79,0.0,0.56,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0
0.33,0.57,0.23,0.85,3.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.91
0.52,0.7,0.29,1.09,1.12,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.094,1.32,0.31,0.04,0.05,0.01,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.0097,735.0
0.1,1.5,0.37,0.0,0.0,0.0,0.02,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,752.0
0.55,0.98,0.22,1.02,0.01,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,543.0
0.36,0.8,0.2,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.16,1.15,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0
0.14,0.81,0.0,0.49,1.81,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0
0.0,0.0,0.0,0.0,31.23067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48099,0.0,0.0,189.15
0.28,0.54,0.96,2.8,0.54,0.13,0.24,2.05,0.0,8.77,0.0,0.0,0.0,0.0,0.0,668.0
1.15,0.38,0.38,0.74,0.21,0.02,0.0,0.0,0.0,1.2,0.12,0.0,0.0,0.0,0.0,453.0
0.17,0.59,0.3,1.12,3.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
0.21,0.7,0.0,0.49,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0
0.4,1.47,0.37,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
0.11,0.55,0.63,1.95,0.0,0.58,0.33,0.0,0.0,0.39,0.0,0.0,0.12,0.0,0.0,733.0
0.17,0.84,0.54,0.89,0.05,0.4,0.01,0.0,0.031,0.0,0.07,0.0,0.0,0.0,0.008,733.0
0.24,0.0,0.0,0.02,4.97,4.03,0.0,16.02,0.0,0.0,0.0,0.029,0.0,0.0,0.0,651.0
0.92,0.93,0.3,0.57,0.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
0.2,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0
0.78,0.86,0.0,0.49,0.59,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,485.0
0.36,0.84,0.38,0.0,2.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0
0.5,0.77,0.0,0.5,0.6,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,561.0
0.25,0.88,0.0,0.73,0.59,0.88,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0
0.44,0.9,0.0,0.54,0.45,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
0.0,0.0,0.0,0.0,19.45486,0.0,0.0,1.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.15
0.21,0.56,0.27,0.0,2.95,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0
0.0,0.0,0.0,1.83104,18.77638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.15
0.42,0.78,0.0,0.8,1.79,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0
0.18,0.47,0.27,0.18,3.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0
0.3,1.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0
0.8,0.45,0.0,1.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0
0.35,0.55,0.27,1.23,0.14,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0
0.3,0.5,0.25,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0
0.18,0.75,0.71,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.79,1.94,1.59,1.33,0.02,0.3,0.11,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,393.0
0.64,0.73,0.82,1.26,0.05,0.0,0.16,0.0,0.006,0.0,0.03,0.0,0.0,0.0,0.012,469.0
0.76,0.6,0.27,0.58,0.0,0.3,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,535.0
0.34,0.71,0.0,0.0,2.52,0.42,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
0.38,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.24,2.03,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
0.43,0.43,0.24,0.04,5.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.8,0.3,0.23,4.34,0.3,0.78,1.52,4.52,0.0,17.89,0.0,0.0,0.0,0.0,0.0,399.0
0.5,0.0,0.0,1.25,0.0,0.0,0.2,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,589.0
0.5,0.32,0.27,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.92778
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.65
0.38,0.7,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0
0.6,0.75,1.9,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
0.17,0.49,0.29,0.18,5.07,0.24,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,641.0
0.41,0.86,0.36,0.33,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0
0.3,0.6,0.25,1.25,4.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0
0.33,1.48,0.18,0.16,0.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0
0.4,0.73,0.41,0.75,4.53,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0
1.32,0.28,0.5,0.22,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,444.0
0.38,1.14,1.05,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.76,1.04,1.6,1.31,0.0,0.29,0.1,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,445.0
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,564.66667
0.0,0.0,0.0,0.0,31.18035,0.0,0.0,0.0,0.0,0.0,0.0,1.41728,0.0,0.0,0.0,201.15
0.39,0.76,0.28,0.99,0.14,0.03,0.12,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,656.0
0.25,0.0,0.0,0.02,4.97,4.03,0.06,16.01,0.0,0.0,0.0,0.013,0.0,0.0,0.0,641.0
0.37,0.83,0.35,0.87,1.7,1.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0
